frye),1256
antić,1256
brunson),1252
vaughn,1250
giddey,1248
barbosa),1241
satoranský),1239
peterson,1236
varejão),1227
burke),1226
harpring,1223
brand),1221
bitadze,1216
mathews,1214
bibby),1211
ayres,1211
pritchard,1208
little,1203
mack),1203
hampton,1203
nader,1203
humphries),1196
vincent,1193
law,1189
waiters),1186
oubre),1182
moute),1179
maggette),1178
nowell,1176
ayón,1176
toppin,1175
okongwu,1175
abrines,1173
mckinnie,1171
mahinmi),1169
iverson),1169
landry),1166
ulis,1165
copeland,1164
mccaw,1164
mccallum,1162
dalembert),1162
culver,1162
farmar),1159
campazzo,1156
harkless),1155
selden,1154
giles,1148
wilson,1146
mcgrady),1145
hield),1132
kornet,1132
wafer,1129
konchar,1128
metu,1122
shumpert),1119
telfair),1116
kaman),1116
duhon),1115
cardinal,1115
brissett,1114
boykins,1113
kurucs,1111
dellavedova),1110
o'bryant,1106
toscano-anderson,1106
hassell,1102
len),1102
dosunmu,1101
hairston,1100
elson,1099
speights),1097
(challenge:,1092
patterson),1088
kuminga,1085
quinn,1073
jarić,1070
garland),1067
withey,1065
poeltl),1065
(p.,1064
hickson),1058
veselý,1050
nance),1048
henson),1047
magloire,1045
bennett,1040
harrington),1035
mason),1035
battie,1034
freeland,1033
jerome,1026
sumner,1021
calathes,1017
iii,1009
coffey,1003
payne),997
casspi),985
kidd-gilchrist),982
tillman,978
samuels,976
ratliff,965
gooden),964
kuzma),964
cauley-stein),959
tolliver),956
hernangómez),955
balkman,955
maxiell),954
hart),953
hood),951
ford),951
ellington),950
barron,947
mudiay),943
de,942
delaney,942
wells,937
žižić,936
splitter),935
(discontinued,933
cole),932
o'neale),930
šarić),928
turiaf),928
sexton),928
trier,924
spellman,923
alston),923
winslow),922
koufos),920
ennis),919
frazier),917
harrison),916
mclaughlin,914
napier),913
nwora,912
aşık),911
murphy),903
suggs,900
garcía),899
dunn),894
meeks),894
(palming),887
haslem),884
neto),884
dozier,882
o'quinn),879
hyland,876
dooling),875
zubac),873
mcroberts),872
bjelica),871
hollis-jefferson),869
portis),863
jerebko),862
skinner,862
blount,858
holmes),856
hansbrough),854
stevens,851
(e.,847
nesmith,844
douglas),843
dedmon),842
navarro,838
reaves,836
pressey,831
haliburton),829
mclemore),826
barrett),825
hutchison,825
bonga,820
finney-smith),819
ayton),819
mirotić),817
webster),817
anunoby),814
haywood),813
huerter),813
diener,810
nachbar,807
brockman,804
delfino),800
edwards),799
crittenton,799
rabb,798
mozgov),797
melli,796
baynes),793
duarte,788
marshall),787
swift,785
doumbouya,784
warrick),783
house),781
32,778
warren),777
arthur),777
rush),776
mcrae,773
robinson-earl,773
type,773
osman),772
melton),767
markkanen),765
looney),763
kispert,760
wagner),759
clark),759
outlaw),759
villanueva),759
kaminsky),756
liggins,754
galloway),752
watanabe,750
gabriel,750
poole),746
whitehead,746
christopher,745
okur),744
cassell,744
scalabrine,741
colo,740
caruso),739
haddadi,739
(turnover),738
wood),736
flynn),735
thornwell,730
washington),730
biedriņš),729
zipser,727
pecherov,720
ilunga-mbenga,718
gee),715
morrow),715
okobo,708
nogueira,707
stoudamire,705
lyles),703
mcdaniels),703
dixon,698
gaines,693
monk),691
snell),691
(dbl,690
jeffries),684
prigioni),684
taylor),682
forbes),682
walton),680
kleber),679
fesenko,677
larkin),671
cook),668
tinsley),667
blair),665
theis),665
watford,664
diogu,660
(jump,660
neal),660
diallo),658
peković),657
sullinger),655
ming),651
hunter),650
hollins),650
ely,646
fernando,645
scott),645
leaf,641
arenas),638
teodosić,635
amundson),620
rodríguez),615
wilkins),613
udoh),612
langford,612
ferrell),612
chriss),612
fernández),612
roberts),612
herro),612
rudež,608
marks,608
mcdyess),607
alvarado,606
nnaji,605
gomes),602
stevenson),601
away,601
play,601
mobley),600
(n.,599
connaughton),599
bembry),595
wiseman,593
gill,592
bullock),591
tyler,590
barry,586
muscala),585
redd),582
davies,581
caboclo,577
mcdermott),577
double,576
wolters,575
and,575
ilgauskas),575
miličić),573
budinger),572
bertāns),569
sharpe,568
vujačić),566
blakeney,564
piétrus),563
ntilikina),559
okogie),559
lue,558
elleby,558
divincenzo),556
bogans),555
weaver,555
hughes),555
kennard),553
mohammed),553
hummel,551
mann),549
sloan),549
crabbe),548
buckner,548
bonner),547
roberson),545
pargo),543
dampier),543
douby,542
fultz),534
nocioni),534
garrett,533
maynor),532
richards,532
mcadoo,531
sanders),530
stauskas),528
goodwin),528
clarke),527
yurtseven,526
posey),525
hezonja),517
bol,516
williamson),516
baker,511
ollie,510
exum),509
shamet),506
banton,505
dort),504
milton),504
moon),504
moody,501
silva,500
mulder,499
tate),499
fields),499
boucher),496
forrest,493
chiozza,491
harrellson,491
foster),490
diawara,489
wilcox),489
vonleh),489
primo,488
herrmann,486
canaan),486
hall,484
séraphin),483
thybulle),483
maxey),482
trent),480
joe,480
birch),477
bolden,477
aldama,476
moreland,475
wear,474
campazzo),474
craig),473
erden,471
motiejūnas),471
mcguire),469
ellenson,468
simons),466
kuzminskas,462
ukić,461
33,460
ivey),457
schofield,454
wanamaker),453
wroten),452
shved),452
banks,452
atkins,450
radmanović),450
alexander,450
waters,449
gafford),449
bazley),448
gelabale,448
bane),446
marbury,445
mclaughlin),445
singler),443
jianlian),443
bey),441
nwaba),440
papanikolaou,440
bamba),438
acy),437
swanigan,434
arroyo),429
landale,428
korkmaz),427
bagley),427
karasev,426
reid),425
leuer),424
songaila),424
ulis),423
mutombo,422
quickley),422
kleiza),420
windler,418
pinson,417
pondexter),416
przybilla),415
(lane),415
luwawu-cabarrot),408
vanderbilt),408
čančar,407
summers,406
uzoh,399
jeter,396
harangody,394
huertas,394
huestis,393
horton-tucker),393
brazdeikis,392
